id,name,gender,age,education,profession,income,living_with,nation,phone,job,fb_freq,yt_freq,tik_freq,use_less_than_2GB,use_2GB_to_4GB,marriage_status,number_child,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score,number_of_suggestions,number_of_plans,number_of_accept,number_of_accept_2,mobile_plan
11269,Theodor Schulz-Dobes,Male,36,Bachelor,Sales & Related,1502400000.0,Married_1,Denmark,+49(0)5713 76235,Winzer,0,0,1,3,2,Married,1,Visit,Alone,Sunny,15:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
10153,Ronald Williams,Male,39,Bachelor,Sales & Related,1605600000.0,Married_1,England,485-906-8514,Field trials officer,0,0,1,1,1,Married,1,Visit,Alone,Snowy,17:00,0,1,0,1,0,3,4,4,0.0,0,Unknown
19230,前田 洋介,Male,39,Bachelor,Sales & Related,1713600000.0,Married_1,Japan,34-4232-1990,plumber,0,0,0,2,3,Married,1,Work,Alone,Sunny,07:00,0,0,1,0,1,5,3,3,0.0,0,Unknown
15289,太田 太郎,Male,37,Bachelor,Sales & Related,1533600000.0,Married_4,Japan,01-9377-1443,fortune teller,0,0,1,3,3,Married,4,Work,Alone,Sunny,07:00,0,0,1,0,1,7,3,3,0.0,0,Unknown
18258,Brian Johnson,Male,37,Bachelor,Sales & Related,1835000000.0,Married_1,England,7847150500,Mechanical engineer,0,0,0,3,3,Married,1,Work,Alone,Sunny,06:00,0,1,0,1,0,6,2,2,0.0,0,Unknown
11906,Henrique Cavalcanti,Male,40,Bachelor,Sales & Related,1521600000.0,Married_2,Brazil,(041) 8105-5646,Shorthand technician,0,0,0,1,3,Married,2,Work,Alone,Sunny,07:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
12723,Herr Horst-Günter Striebitz,Male,38,Bachelor,Sales & Related,1855000000.0,Married_4,Denmark,3875888321,official,0,0,0,3,1,Married,4,Work,Alone,Rainy,06:00,1,0,0,0,1,4,3,3,0.0,0,Unknown
8162,정현우,Male,30,Bachelor,Business & Financial,6897500000.0,Single_0,Korea,042-764-2163,Simple construction and mining workers,6,1,3,2,0,Single,0,Visit,Alone,Sunny,17:00,0,1,0,1,0,12,2,2,0.0,0,Unknown
17839,Stephen George,Male,29,Bachelor,Business & Financial,7903200000.0,Single_0,England,001-646-576-3473x33966,Arts development officer,4,2,2,1,0,Single,0,Visit,Alone,Sunny,15:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
14381,Travis Wolfe,Male,28,Bachelor,Business & Financial,3888000000.0,Single_0,England,7989675423,Volunteer coordinator,5,1,1,3,1,Single,0,Visit,Alone,Sunny,17:00,0,1,0,0,1,0,3,3,1.0,1,SOCIALMEDIAGOLD
5012,郭超,Male,26,Bachelor,Business & Financial,6964800000.0,Single_0,China,14524613936,driller,7,3,3,3,1,Single,0,Work,Alone,Sunny,07:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
16968,Larry Torres,Male,29,Bachelor,Business & Financial,9860000000.0,Single_0,England,9146784078,Gaffer,8,2,2,1,1,Single,0,Work,Alone,Rainy,07:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
7329,Самойлов Фотий Антипович,Male,29,Unknown,Transportation & Material Moving,487500000.0,Unmarried_1,Russia,8 (906) 202-04-09,Genetics,1,8,3,8,0,Unmarried,1,Travel,Alone,Sunny,20:00,1,0,0,0,1,0,4,4,1.0,1,SOCIALMEDIA
5829,Charles Arnold,Male,30,Unknown,Transportation & Material Moving,417500000.0,Unmarried_1,Us,+1-474-899-9050x3783,Paramedic,1,7,3,6,1,Unmarried,1,Travel,Family,Rainy,22:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
16524,Devin Miller,Male,28,Unknown,Transportation & Material Moving,325000000.0,Unmarried_1,Australia,(07)93404886,Air broker,1,7,3,6,0,Unmarried,1,Travel,Family,Snowy,13:00,0,1,0,0,1,17,4,4,1.0,1,DATAGOLD
12445,Ralph Andrews,Male,29,Unknown,Transportation & Material Moving,571200000.0,Unmarried_1,Australia,0475.990.454,Museum/gallery conservator,3,8,2,5,0,Unmarried,1,Visit,Family,Rainy,22:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
8239,Marcus Burke,Male,29,Unknown,Transportation & Material Moving,612500000.0,Unmarried_1,England,724-451-2648x86414,Press photographer,2,6,1,5,0,Unmarried,1,Visit,Alone,Sunny,17:00,0,1,0,1,0,14,1,1,0.0,0,Unknown
17532,William Obrien,Male,30,Unknown,Transportation & Material Moving,475200000.0,Unmarried_4,Us,441-553-4401,Herbalist,2,8,3,8,1,Unmarried,4,Visit,Alone,Snowy,16:00,0,1,0,1,0,22,2,2,0.0,0,Unknown
8072,Терентий Георгиевич Родионов,Male,27,Unknown,Transportation & Material Moving,549600000.0,Unmarried_1,Russia,70793158502,Metranpage,3,4,1,5,1,Unmarried,1,Work,Alone,Sunny,06:00,0,0,1,0,1,0,1,1,0.0,0,Unknown
6002,Otto Martins,Male,28,Unknown,Transportation & Material Moving,452500000.0,Unmarried_1,Brazil,+55 11 8062 6611,Office-boy,2,4,2,7,0,Unmarried,1,Work,Alone,Sunny,07:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
16158,Donald Andrews,Male,28,Unknown,Transportation & Material Moving,578400000.0,Unmarried_1,Us,657-288-8535x04953,"Accountant, chartered",2,4,1,8,0,Unmarried,1,Work,Alone,Rainy,07:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
11064,张杨,Male,22,Bachelor,Student,900000000.0,Single_0,China,15043744764,Credit management,0,3,4,1,0,Single,0,Visit,Alone,Sunny,16:00,1,0,0,1,0,0,1,1,0.0,0,Unknown
18267,Zenon Wagner,Male,25,Bachelor,Student,1135000000.0,Single_0,Denmark,8991992394,Chemist,1,2,4,1,0,Single,0,Visit,Alone,Sunny,15:00,0,1,0,1,0,0,2,2,0.0,0,Unknown
3826,Sean Nguyen,Male,22,Bachelor,Student,1053600000.0,Single_0,England,+1-905-727-7248x42141,Automotive engineer,0,3,8,2,0,Single,0,Visit,Alone,Sunny,18:00,0,1,0,0,1,13,3,3,0.0,0,Unknown
11078,伊藤 直樹,Male,24,Bachelor,Student,950400000.0,Single_0,Japan,080-2267-0458,バスガイド,0,3,6,3,0,Single,0,Visit,Alone,Sunny,15:00,0,1,0,0,1,12,3,3,0.0,0,Unknown
18251,Geert Kuhl,Male,23,Bachelor,Student,1135000000.0,Single_0,Denmark,+49(0)2464752039,technician,0,1,4,1,0,Single,0,Work,Alone,Sunny,07:00,0,1,0,1,0,0,4,4,1.0,1,DATASILVER
4258,Joel Morris,Male,23,Bachelor,Student,1135000000.0,Single_0,England,3674102369,Counsellor,1,1,6,1,1,Single,0,Work,Alone,Sunny,07:00,1,0,0,1,0,10,2,2,0.0,0,Unknown
6461,Johnny Anderson,Male,24,Highschool,Unemployed,225600000.0,Single_0,England,+1-842-231-5134x70062,Biomedical scientist,7,10,1,3,0,Single,0,Travel,Alone,Sunny,18:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
12536,Drew Jones,Male,24,Highschool,Unemployed,218400000.0,Single_0,Australia,+61.2.2923.4579,Therapeutic radiographer,6,19,0,1,0,Single,0,Travel,Friends,Sunny,22:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
18290,Ryan Brown,Male,23,Highschool,Unemployed,223200000.0,Single_0,Us,+1-724-229-1105x394,Amenity horticulturist,8,23,0,2,0,Single,0,Travel,Alone,Sunny,21:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
12806,Matthew Mcdonald,Male,21,Highschool,Unemployed,76800000.0,Single_0,England,(446)967-5845,Forensic scientist,6,19,0,3,0,Single,0,Visit,Alone,Sunny,17:00,1,0,0,1,0,0,4,4,0.0,0,Unknown
15279,Norman Burns,Other,23,Highschool,Unemployed,31200000.0,Single_0,Us,-1461,Museum/gallery curator,4,9,1,1,0,Single,0,Visit,Alone,Sunny,16:00,0,1,0,1,0,0,1,1,0.0,0,Unknown
12383,Jesse Davis,Male,23,Highschool,Unemployed,192500000.0,Single_0,Us,(451)377-7671x562,"Secretary, company",4,15,1,1,0,Single,0,Visit,Alone,Sunny,16:00,0,1,0,0,1,21,2,2,0.0,0,Unknown
13273,Alban Schüler,Male,24,Highschool,Unemployed,167500000.0,Single_0,Denmark,365530458,Nurse,5,14,1,3,0,Single,0,Work,Alone,Sunny,06:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
19042,束峰,Male,22,Highschool,Unemployed,72500000.0,Single_0,China,15741512032,beauty assistant,6,19,1,1,0,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,4,4,0.0,0,Unknown
3647,Jacob Rogers,Male,22,Highschool,Unemployed,255000000.0,Single_0,England,001-887-304-8117,"Accountant, chartered",7,15,1,2,0,Single,0,Work,Alone,Snowy,06:00,0,0,1,0,1,0,3,3,1.0,1,SOCIALMEDIAGOLD
19073,Adam Dodson,Male,25,Highschool,Unemployed,256800000.0,Single_0,Us,+1-848-464-1475x2190,Recruitment consultant,5,17,0,1,0,Single,0,Work,Alone,Sunny,07:00,1,0,0,1,0,23,3,3,0.0,0,Unknown
5358,Ashley Young,Female,33,Associate,Unemployed,1051200000.0,Married_1,England,542-397-6851x585,Teaching laboratory technician,0,2,1,2,2,Married,1,Travel,Alone,Sunny,18:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
10459,тов. Мишина Лариса Егоровна,Female,32,Associate,Unemployed,993600000.0,Married_1,Russia,8 637 632 30 33,Military translator,0,1,3,1,3,Married,1,Travel,Friends,Sunny,20:00,1,0,0,0,1,8,2,2,0.0,0,Unknown
12916,冯楠,Female,32,Associate,Unemployed,1017600000.0,Married_3,China,15622825495,agronomist,0,3,1,2,3,Married,3,Visit,Family,Sunny,17:00,0,0,1,0,1,0,4,4,1.0,1,SOCIALMEDIA
5912,Александра Константиновна Одинцова,Female,31,Associate,Unemployed,988800000.0,Married_1,Russia,8 (186) 630-8492,Engineer,0,3,1,1,3,Married,1,Visit,Alone,Sunny,17:00,0,1,0,1,0,0,4,4,0.0,0,Unknown
3972,Kimberly Smith,Other,34,Associate,Unemployed,1155000000.0,Married_4,Us,(942)561-0820x204,"Therapist, drama",0,2,3,2,1,Married,4,Visit,Family,Snowy,20:00,0,1,0,0,1,8,2,2,0.0,0,Unknown
17593,Melissa Jackson,Female,34,Associate,Unemployed,1177500000.0,Married_4,England,4514101937,Police officer,0,3,3,3,3,Married,4,Visit,Alone,Snowy,17:00,0,1,0,1,0,0,1,1,0.0,0,Unknown
6585,Shannon Estes,Female,33,Associate,Unemployed,940000000.0,Married_4,Us,(247)327-7587x8122,Public affairs consultant,0,2,3,2,3,Married,4,Work,Alone,Sunny,07:00,1,0,0,0,1,10,2,2,0.0,0,Unknown
14762,Judy Daniels,Female,35,Associate,Unemployed,1034400000.0,Married_1,England,781-343-1619x1746,Administrator,0,2,1,2,1,Married,1,Work,Alone,Rainy,06:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
10565,Austin Haas,Male,21,Unknown,Unemployed,2035000000.0,Single_0,Us,340.647.5077x771,Brewing technologist,3,7,0,1,0,Single,0,Travel,Friends,Rainy,09:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
9131,Steven Cox,Male,25,Unknown,Unemployed,2004000000.0,Single_0,England,001-238-455-3379x218,Community education officer,3,7,1,1,0,Single,0,Travel,Alone,Sunny,21:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
2963,Joseph Wang,Male,24,Unknown,Unemployed,1804800000.0,Single_0,England,748-519-8471x1648,Fine artist,3,4,1,1,0,Single,0,Visit,Alone,Sunny,18:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
6991,Martin Bass,Male,21,Unknown,Unemployed,1975200000.0,Single_0,England,845-823-1029x0780,Early years teacher,1,8,1,1,0,Single,0,Visit,Alone,Sunny,17:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
4804,Scott Hurley,Male,21,Unknown,Unemployed,1951200000.0,Single_0,Australia,61281601614,Quarry manager,1,7,0,1,0,Single,0,Visit,Alone,Snowy,18:00,0,1,0,1,0,9,3,3,1.0,1,DATACALL
10339,Brandon Smith,Male,23,Unknown,Unemployed,2145000000.0,Single_0,England,708.255.9308,Hydrologist,1,7,1,1,0,Single,0,Visit,Alone,Sunny,21:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
13202,Панкрат Ефимьевич Зайцев,Male,23,Unknown,Unemployed,2042500000.0,Single_0,Russia,8 931 354 6692,Scientist,3,5,1,0,0,Single,0,Work,Alone,Sunny,07:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
3056,Andrew Sims,Male,21,Unknown,Unemployed,2090000000.0,Single_0,Us,422-312-9931x4290,Academic librarian,3,4,1,0,0,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,8,4,4,0.0,0,Unknown
13290,Corey Fernandez,Male,25,Unknown,Unemployed,2132500000.0,Single_0,Us,001-300-578-5934x937,Electrical engineer,1,8,0,0,0,Single,0,Work,Alone,Rainy,07:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
6960,David Mahoney,Male,25,Unknown,Unemployed,1936800000.0,Single_0,England,667.501.9585,Data scientist,2,6,1,0,0,Single,0,Work,Alone,Snowy,06:00,0,0,1,0,1,9,4,4,0.0,0,Unknown
5588,Johnny Caldwell,Male,23,Unknown,Unemployed,2150000000.0,Single_0,Us,(975)897-9989x1082,"Lecturer, higher education",3,7,1,1,0,Single,0,Work,Alone,Sunny,06:00,1,0,0,1,0,0,4,4,0.0,0,Unknown
1972,Margaret Lyons,Female,31,Unknown,Arts Design Entertainment Sports & Media,9057600000.0,Married_0,Us,(927)457-9612x6119,Chartered management accountant,0,1,19,6,3,Married,0,Travel,Family,Rainy,21:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
16494,Brenda Mcdaniel,Female,34,Unknown,Arts Design Entertainment Sports & Media,6643200000.0,Married_0,Us,(879)970-8357x901,Chiropodist,1,1,9,6,1,Married,0,Travel,Family,Snowy,12:00,0,1,0,0,1,18,4,4,0.0,0,Unknown
13464,藤井 あすか,Female,34,Unknown,Arts Design Entertainment Sports & Media,3647500000.0,Married_0,Japan,80-4924-1904,idol,1,1,13,5,2,Married,0,Visit,Family,Rainy,20:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
4165,Tracey Martinez,Female,34,Unknown,Arts Design Entertainment Sports & Media,9434400000.0,Married_0,England,001-260-276-8324x324,Herbalist,1,0,13,5,3,Married,0,Visit,Alone,Sunny,15:00,0,1,0,1,0,0,2,2,0.0,0,Unknown
9716,Tamara Davis,Female,33,Unknown,Arts Design Entertainment Sports & Media,6377500000.0,Married_0,Us,+1-516-381-7877x04522,Horticultural therapist,1,0,14,7,1,Married,0,Visit,Alone,Sunny,16:00,0,1,0,1,0,23,4,4,0.0,0,Unknown
12629,Gina Frazier,Female,31,Unknown,Arts Design Entertainment Sports & Media,11227200000.0,Married_0,Us,405.788.9421,Fish farm manager,0,1,21,4,2,Married,0,Visit,Alone,Sunny,15:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
3840,Melinda Cannon,Female,35,Unknown,Arts Design Entertainment Sports & Media,4712500000.0,Married_0,England,6343069795,Metallurgist,0,1,22,5,2,Married,0,Visit,Family,Sunny,19:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
14211,Alejandra Wong,Female,32,Unknown,Arts Design Entertainment Sports & Media,3422400000.0,Married_0,Us,001-864-676-1333x110,"Research officer, political party",1,0,18,5,2,Married,0,Work,Alone,Sunny,07:00,0,0,1,0,1,26,1,1,0.0,0,Unknown
14533,Cynthia Scott,Female,35,Unknown,Arts Design Entertainment Sports & Media,3806400000.0,Married_0,England,610.621.1337x71652,Writer,0,0,15,5,2,Married,0,Work,Alone,Sunny,06:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
3573,Sra. Vitória Casa Grande,Other,34,Unknown,Arts Design Entertainment Sports & Media,5920000000.0,Married_0,Brazil,(081) 7673 3540,Gerente de riscos em seguros,0,0,21,8,3,Married,0,Work,Alone,Rainy,06:00,1,0,0,0,1,32,4,4,0.0,0,Unknown
10262,Monique Jacobs,Female,23,Associate,Unemployed,1302500000.0,Married_4,Us,+1-851-497-9437x7301,Quarry manager,0,3,3,3,0,Married,4,Travel,Friends,Sunny,17:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
10373,Lisa Douglas,Female,25,Associate,Unemployed,1260000000.0,Married_2,Australia,1316 4677,IT technical support officer,0,2,3,2,1,Married,2,Visit,Alone,Sunny,16:00,0,1,0,1,0,0,4,4,0.0,0,Unknown
18399,李玲,Other,25,Associate,Unemployed,1270000000.0,Married_2,China,13774934349,Assistant Manager/Secretary,0,2,2,3,0,Married,2,Visit,Family,Snowy,21:00,0,1,0,0,1,0,5,5,0.0,0,Unknown
7056,Amber Gray MD,Female,21,Associate,Unemployed,1400000000.0,Married_1,Us,841-551-1498,"Surveyor, rural practice",0,2,1,3,0,Married,1,Visit,Alone,Sunny,18:00,0,1,0,0,1,6,3,3,0.0,0,Unknown
15182,Amy Smith,Female,25,Associate,Unemployed,1440000000.0,Married_1,Us,9414797125,"Psychologist, educational",0,2,3,1,0,Married,1,Work,Alone,Sunny,07:00,0,0,1,0,1,6,1,1,0.0,0,Unknown
11444,Courtney Davis,Female,23,Associate,Unemployed,1442500000.0,Married_4,England,001-591-979-1860x240,"Programmer, applications",0,3,3,2,1,Married,4,Work,Alone,Sunny,07:00,1,0,0,0,1,0,3,3,1.0,1,DATASILVER
15808,Jessica Perry,Female,23,Associate,Unemployed,1322500000.0,Married_4,Us,271-814-7363x84270,Health service manager,0,1,2,2,1,Married,4,Work,Alone,Rainy,06:00,1,0,0,0,1,6,4,4,0.0,0,Unknown
16098,佐々木 篤司,Male,28,Unknown,Unemployed,575000000.0,Unmarried_0,Japan,090-3233-2915,sushi chef,0,0,2,8,1,Unmarried,0,Travel,Alone,Sunny,18:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
4066,Fernando Allen,Male,28,Unknown,Unemployed,512500000.0,Unmarried_0,Us,331-857-3171x05797,"Engineer, manufacturing",0,0,1,7,0,Unmarried,0,Travel,Alone,Sunny,19:00,1,0,0,0,1,8,5,5,0.0,0,Unknown
7465,叶峰,Male,30,Unknown,Unemployed,523200000.0,Unmarried_0,China,18749871121,other,0,0,3,4,0,Unmarried,0,Travel,Friends,Rainy,17:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
18374,Timothy Lewis,Male,26,Unknown,Unemployed,300000000.0,Unmarried_0,England,728.630.9906x2059,Management consultant,0,0,2,7,1,Unmarried,0,Travel,Family,Rainy,22:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
1712,渡辺 治,Male,28,Unknown,Unemployed,573600000.0,Unmarried_0,Japan,080-0700-8548,高等学校教員,0,1,1,7,0,Unmarried,0,Travel,Family,Rainy,22:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
4639,April Howard,Other,27,Unknown,Unemployed,537600000.0,Unmarried_0,Us,263-315-9761x809,"Engineer, civil (consulting)",0,1,2,5,0,Unmarried,0,Travel,Family,Snowy,14:00,0,1,0,0,1,8,3,3,0.0,0,Unknown
19631,Theodoro Rios,Male,29,Unknown,Unemployed,340800000.0,Unmarried_0,Brazil,(041) 6337-3522,Miller,0,1,3,5,0,Unmarried,0,Visit,Family,Rainy,22:00,0,1,0,0,1,9,1,1,0.0,0,Unknown
2788,Daniel Berg,Male,29,Unknown,Unemployed,342500000.0,Unmarried_0,England,(785)726-1335x2413,Software engineer,0,1,3,6,0,Unmarried,0,Visit,Alone,Sunny,15:00,0,1,0,1,0,0,3,3,0.0,0,Unknown
11829,Michael Romero,Male,26,Unknown,Unemployed,440000000.0,Unmarried_0,England,+1-527-923-2718x66074,Exercise physiologist,0,1,2,5,0,Unmarried,0,Visit,Alone,Sunny,15:00,0,1,0,1,0,8,1,1,0.0,0,Unknown
17736,Paul Kim,Male,30,Unknown,Unemployed,472500000.0,Unmarried_0,England,(786)860-0705x73897,Dealer,0,0,2,4,1,Unmarried,0,Visit,Alone,Sunny,18:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
11667,Галактион Бориславович Ларионов,Male,29,Unknown,Unemployed,492000000.0,Unmarried_0,Russia,+7 (105) 147-22-80,Conductor,0,0,3,4,1,Unmarried,0,Visit,Alone,Snowy,16:00,0,1,0,1,0,0,4,4,0.0,0,Unknown
17525,Matthew Smith,Male,27,Unknown,Unemployed,477500000.0,Unmarried_0,England,722.440.0200x6768,Structural engineer,0,0,2,8,0,Unmarried,0,Visit,Family,Sunny,20:00,1,0,0,0,1,10,1,1,0.0,0,Unknown
4763,한동현,Male,29,Unknown,Unemployed,502500000.0,Unmarried_0,Korea,051-221-9828,event planner,0,0,3,7,1,Unmarried,0,Work,Alone,Sunny,06:00,0,0,1,0,1,0,2,2,0.0,0,Unknown
2569,佐々木 淳,Male,30,Unknown,Unemployed,440000000.0,Unmarried_0,Japan,070-3513-0728,cartoonist,0,0,3,4,1,Unmarried,0,Work,Alone,Sunny,06:00,0,1,0,1,0,0,1,1,0.0,0,Unknown
14924,Robert Obrien,Male,30,Unknown,Unemployed,321600000.0,Unmarried_0,England,284.704.0921,IT sales professional,0,1,2,8,0,Unmarried,0,Work,Alone,Sunny,06:00,1,0,0,0,1,11,1,1,0.0,0,Unknown
4688,Matthew Calhoun,Male,28,Unknown,Unemployed,520800000.0,Unmarried_0,England,280.993.7481,Barrister's clerk,0,0,3,5,1,Unmarried,0,Work,Alone,Rainy,07:00,1,0,0,0,1,9,4,4,0.0,0,Unknown
9669,Jesse Berry,Male,28,Bachelor,Management,1305000000.0,Married_3,England,854-615-5652,Corporate treasurer,0,1,0,1,1,Married,3,Travel,Friends,Sunny,16:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
2763,Clayton Thomas,Male,26,Bachelor,Management,1411200000.0,Married_2,Us,5382531709,Minerals surveyor,0,0,0,3,0,Married,2,Travel,Friends,Rainy,17:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
4762,Christopher Marshall,Male,29,Bachelor,Management,1412500000.0,Married_1,Australia,+61 2 8172 5735,Theatre director,0,1,1,3,1,Married,1,Visit,Alone,Sunny,16:00,0,1,0,1,0,0,3,3,0.0,0,Unknown
10166,Brian Welch,Male,27,Bachelor,Management,1482500000.0,Married_2,Australia,1035.2227,Marketing executive,0,0,1,2,0,Married,2,Visit,Family,Snowy,22:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
11173,Levi Castro,Other,30,Bachelor,Management,1405000000.0,Married_2,Brazil,41 9756-3201,Marketing Professional,0,0,0,2,0,Married,2,Work,Alone,Sunny,07:00,0,0,1,0,1,0,2,2,0.0,0,Unknown
5696,中村 英樹,Male,27,Bachelor,Management,1305600000.0,Married_1,Japan,070-4141-6708,novelist,0,1,0,1,1,Married,1,Work,Alone,Sunny,06:00,1,0,0,0,1,3,3,3,0.0,0,Unknown
11306,Charles Porter,Male,29,Bachelor,Management,1387500000.0,Married_2,Us,7263329846,Public relations account executive,0,0,1,3,1,Married,2,Work,Alone,Rainy,07:00,1,0,0,0,1,5,3,3,0.0,0,Unknown
13800,Michael Wolfe,Male,29,Bachelor,Management,1340000000.0,Married_1,England,(785)481-2191x76624,Acupuncturist,0,0,0,3,0,Married,1,Work,Alone,Snowy,06:00,0,0,1,0,1,0,2,2,0.0,0,Unknown
10849,Наина Геннадиевна Якушева,Female,47,Highschool,Unemployed,602500000.0,Married_2,Russia,8 157 898 67 60,Mechanical Engineer,0,0,0,1,0,Married,2,Travel,Friends,Rainy,18:00,1,0,0,0,1,1,2,2,0.0,0,Unknown
8461,Leah Aguirre,Female,49,Highschool,Unemployed,592800000.0,Married_1,England,001-729-814-7226x351,"Editor, film/video",0,0,1,1,0,Married,1,Visit,Alone,Sunny,18:00,0,1,0,1,0,0,2,2,1.0,1,SOCIALMEDIAGOLD
3657,Erica Martinez,Female,46,Highschool,Unemployed,412800000.0,Married_1,England,-3958,Town planner,0,0,1,1,0,Married,1,Visit,Alone,Sunny,18:00,0,1,0,0,1,2,3,3,0.0,0,Unknown
10578,辛小红,Female,47,Highschool,Unemployed,316800000.0,Married_1,China,13733570242,切纸机操作工,0,0,1,0,0,Married,1,Work,Alone,Rainy,07:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
2297,中島 裕美子,Female,61,Masters,Unemployed,345000000.0,Single_0,Japan,080-2232-0003,アニメーター,0,6,1,1,0,Single,0,Travel,Friends,Rainy,08:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
13743,David Young,Other,53,Masters,Unemployed,592500000.0,Single_0,Us,001-257-848-3485x71216,Dentist,0,7,3,3,0,Single,0,Visit,Alone,Sunny,17:00,0,1,0,1,0,0,3,3,0.0,0,Unknown
11746,Michaela Palmer,Female,63,Masters,Unemployed,425000000.0,Single_0,Us,001-461-361-2638x568,Fish farm manager,0,4,1,3,0,Single,0,Visit,Alone,Snowy,15:00,0,1,0,1,0,0,3,3,0.0,0,Unknown
6715,Susan Perry,Female,75,Masters,Unemployed,374400000.0,Single_0,Us,484-996-3445,Heritage manager,0,7,2,2,0,Single,0,Visit,Alone,Sunny,20:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
17897,曹冬梅,Female,76,Masters,Unemployed,424800000.0,Single_0,China,13791105357,生产总监,0,5,1,1,0,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,7,4,4,1.0,1,DATACALL
4368,Felicia Thompson MD,Female,54,Masters,Unemployed,500000000.0,Single_0,Us,001-466-740-4229,Ecologist,0,4,3,3,0,Single,0,Work,Alone,Snowy,07:00,0,0,1,0,1,0,4,4,0.0,0,Unknown
3867,Stephanie Martinez,Female,64,Masters,Unemployed,420000000.0,Single_0,Us,(322)288-7231x03050,Barrister,0,8,1,2,0,Single,0,Work,Alone,Snowy,06:00,0,0,1,0,1,0,1,1,0.0,0,Unknown
11632,Melanie Fuller,Female,53,Masters,Unemployed,580000000.0,Single_0,England,(975)376-8984x230,"Teacher, English as a foreign language",0,5,1,2,0,Single,0,Work,Alone,Sunny,07:00,1,0,0,1,0,0,2,2,0.0,0,Unknown
14171,Heather Myers,Female,22,Bachelor,Sales & Related,935000000.0,Unmarried_0,England,(690)482-7558,Industrial buyer,2,4,7,1,1,Unmarried,0,Travel,Family,Rainy,19:00,1,0,0,0,1,15,4,4,0.0,0,Unknown
10182,中村 知実,Female,25,Bachelor,Sales & Related,920000000.0,Unmarried_0,Japan,080-6863-3681,composer,3,5,7,1,2,Unmarried,0,Travel,Family,Rainy,19:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
18261,Brittany Smith,Female,24,Bachelor,Sales & Related,672000000.0,Unmarried_0,Us,001-640-709-9325x881,Midwife,3,5,4,1,2,Unmarried,0,Travel,Family,Snowy,11:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
5566,Univ.Prof. Jadwiga Röhrdanz B.Eng.,Female,21,Bachelor,Sales & Related,842500000.0,Unmarried_0,Denmark,+49 (0) 2764 894783,Electronics engineer,1,8,8,1,1,Unmarried,0,Visit,Family,Rainy,20:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
10485,Jamie Powell,Female,24,Bachelor,Sales & Related,932500000.0,Unmarried_0,England,(686)300-3702,Speech and language therapist,2,5,8,2,2,Unmarried,0,Visit,Family,Sunny,20:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
19943,Rebecca Morgan,Female,22,Bachelor,Sales & Related,880800000.0,Unmarried_0,England,583-388-3408x7694,Radio producer,3,5,8,2,2,Unmarried,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,3,3,0.0,0,Unknown
